,date,T,Po,P,U,Td,water_level
0,2021-01-01,-12.024999999999999,754.55,773.1,72.75,-16.125,170.0
1,2021-01-02,-27.65,768.1,788.25,77.75,-30.325,171.5
2,2021-01-03,-24.75,769.75,789.625,77.5,-27.549999999999997,173.0
3,2021-01-04,-22.15,768.4,788.025,73.75,-25.6,173.0
4,2021-01-05,-24.85,776.25,796.225,67.5,-29.175,173.0
5,2021-01-06,-20.35,773.425,793.125,71.25,-24.25,175.0
6,2021-01-07,-21.25,771.325,791.0,75.0,-24.575,174.0
7,2021-01-08,-23.85,767.75,787.55,80.75,-26.25,155.0
8,2021-01-09,-20.05,761.575,780.9,80.25,-22.7,160.0
9,2021-01-10,-11.424999999999999,752.6,771.1,76.25,-14.85,160.0
10,2021-01-11,-13.0,745.375,763.775,75.25,-16.525,162.0
11,2021-01-12,-21.725,748.825,767.975,76.0,-24.875,160.0
12,2021-01-13,-21.8,746.425,765.475,84.0,-23.775,160.0
13,2021-01-14,-16.775,753.975,772.875,76.0,-20.075,160.0
14,2021-01-15,-13.975,760.6,779.45,67.75,-18.75,160.0
15,2021-01-16,-14.375,759.75,778.575,70.0,-18.75,160.0
16,2021-01-17,-7.125,744.175,762.125,66.25,-12.575,159.0
17,2021-01-18,-3.45,738.875,756.45,60.0,-10.425,159.0
18,2021-01-19,-9.875,740.7,758.775,68.5,-14.725000000000001,160.0
19,2021-01-20,-19.175,750.45,769.4250000000001,58.5,-25.4,160.0
20,2021-01-21,-23.8,750.35,769.675,83.25,-25.825,160.0
21,2021-01-22,-16.775,739.725,758.3,88.0,-18.325,160.0
22,2021-01-23,-12.675,749.9,768.4,68.75,-17.35,160.0
23,2021-01-24,-12.975,754.875,773.5,75.75,-16.625,159.0
24,2021-01-25,-24.225,762.25,781.925,72.25,-27.9,162.0
25,2021-01-26,-30.225,761.7,781.875,73.5,-33.425,161.0
26,2021-01-27,-26.175,753.7750000000001,773.4,79.25,-28.675,159.0
27,2021-01-28,-16.5,750.4,769.125,74.5,-20.075,160.0
28,2021-01-29,-16.475,746.4,765.1,83.0,-18.700000000000003,160.0
29,2021-01-30,-18.575,751.2,770.175,78.75,-21.375,159.0
30,2021-01-31,-30.466666666666665,765.4666666666667,785.6999999999999,73.33333333333333,-33.666666666666664,159.0
31,2021-02-01,-28.35,759.5,779.425,75.75,-31.325,136.0
32,2021-02-02,-23.025,754.275,773.65,81.75,-25.325,135.0
33,2021-02-03,-12.299999999999999,745.9333333333334,764.3333333333334,82.0,-14.766666666666666,142.0
34,2021-02-04,-6.375,740.8,758.6,81.75,-9.1,145.0
35,2021-02-05,-10.525,748.45,766.75,76.25,-14.0,146.5
36,2021-02-06,-10.425,749.3,767.625,86.0,-12.4,148.0
37,2021-02-07,-0.04999999999999993,744.85,762.4,69.5,-5.125,157.0
38,2021-02-08,0.625,743.275,760.625,68.0,-4.8,157.0
39,2021-02-09,4.45,730.8,747.65,54.5,-4.35,157.0
40,2021-02-10,-11.85,745.75,764.075,50.0,-20.425,157.0
41,2021-02-11,-18.7,754.6,773.675,58.75,-25.0,156.0
42,2021-02-12,-19.75,760.05,779.3,56.25,-26.425,156.0
43,2021-02-13,-21.25,759.5250000000001,778.875,73.75,-24.8,156.0
44,2021-02-14,-16.5,755.85,774.75,76.25,-19.75,157.0
45,2021-02-15,-15.85,756.075,774.95,84.0,-17.975,156.0
46,2021-02-16,-3.766666666666667,746.0333333333333,763.7666666666668,84.0,-6.2,158.0
47,2021-02-17,-1.1,742.9,760.4,96.0,-1.7,160.0
48,2021-02-18,-12.25,747.9,766.3,75.5,-15.85,189.0
49,2021-02-19,-14.575,738.575,756.9,86.5,-16.375,169.0
50,2021-02-20,-14.35,743.275,761.7,71.0,-18.65,185.0
51,2021-02-21,-16.9,756.075,775.025,69.5,-21.3,185.0
52,2021-02-22,-13.225,749.6,768.1,84.25,-15.450000000000001,185.0
53,2021-02-23,-14.475000000000001,753.675,772.375,65.5,-19.65,186.0
54,2021-02-24,-20.65,753.975,773.1,83.75,-22.7,186.0
55,2021-02-25,-13.775,743.525,761.925,76.25,-17.2,186.0
56,2021-02-26,-16.3,751.025,769.825,63.25,-21.975,186.0
57,2021-02-27,-19.425,757.1,776.225,62.75,-24.825,186.0
58,2021-02-28,-18.325000000000003,758.65,777.8,66.25,-23.25,186.0
59,2021-03-01,-21.599999999999998,750.0666666666666,769.2666666666668,84.66666666666667,-23.53333333333333,187.0
60,2021-03-02,-14.475000000000001,742.45,760.9,82.5,-16.85,186.0
61,2021-03-03,-16.675,746.975,765.7,71.75,-20.8,186.0
62,2021-03-04,-11.399999999999999,751.05,769.475,68.75,-16.35,187.0
63,2021-03-05,-1.4750000000000003,745.2,762.8,53.5,-10.175,192.5
64,2021-03-06,-0.35,744.85,762.375,57.0,-8.3,198.0
65,2021-03-07,-0.175,741.525,758.9,50.5,-9.625,203.0
66,2021-03-08,-5.550000000000001,746.6,764.5250000000001,59.75,-12.375,202.0
67,2021-03-09,0.2333333333333334,742.8666666666667,760.2666666666668,57.0,-7.666666666666667,199.0
68,2021-03-10,-5.166666666666667,747.1333333333333,765.0333333333333,62.666666666666664,-11.666666666666666,208.5
69,2021-03-11,-0.9749999999999996,740.6,758.025,64.25,-8.15,218.0
70,2021-03-12,-1.5,743.625,761.2,58.5,-9.125,215.0
71,2021-03-13,-8.725,742.275,760.3,55.5,-16.2,215.0
72,2021-03-14,-12.55,749.8,768.2,65.5,-17.7,219.0
73,2021-03-15,-10.075,752.575,770.95,68.75,-15.125,218.0
74,2021-03-16,-5.949999999999999,755.675,773.85,50.25,-14.925,219.0
75,2021-03-17,-7.025,757.15,775.425,58.5,-14.825,228.0
76,2021-03-18,-5.175000000000001,757.05,775.175,50.0,-14.7,228.0
77,2021-03-19,-4.5,759.3,777.4,60.5,-11.125,227.0
78,2021-03-20,-0.3750000000000002,750.825,768.425,45.75,-11.375,225.0
79,2021-03-21,4.625,738.9,756.0,36.5,-9.375,212.0
80,2021-03-22,2.875,743.05,760.325,76.0,-1.15,204.0
81,2021-03-23,2.3,743.95,761.275,71.0,-2.65,202.0
82,2021-03-24,0.19999999999999996,742.15,759.575,77.0,-3.5999999999999996,203.0
83,2021-03-25,0.5,743.8000000000001,761.2333333333332,57.333333333333336,-7.066666666666666,220.0
84,2021-03-26,-1.275,739.825,757.225,81.25,-4.2,244.0
85,2021-03-27,1.05,745.625,762.8,57.0,-7.05,231.0
86,2021-03-28,1.25,739.15,756.175,56.25,-6.75,230.0
87,2021-03-29,2.6333333333333333,736.6666666666666,753.6333333333333,68.66666666666667,-2.6333333333333333,229.0
88,2021-03-30,0.45,744.95,762.35,67.25,-5.425,229.0
89,2021-03-31,-1.375,750.275,767.95,62.25,-7.825,229.0
90,2021-04-01,-4.35,754.0999999999999,772.05,82.0,-7.05,230.0
91,2021-04-02,2.95,753.325,770.8499999999999,49.75,-7.875,231.0
92,2021-04-03,2.25,750.75,768.2,66.75,-4.025,245.0
93,2021-04-04,3.0999999999999996,751.775,769.2,80.5,-0.14999999999999997,245.0
94,2021-04-05,5.966666666666668,750.1333333333333,767.3666666666667,65.0,-0.7333333333333334,245.0
95,2021-04-06,8.975,748.45,765.45,55.25,-2.1,243.0
96,2021-04-07,6.449999999999999,749.75,766.925,63.75,-0.475,246.0
97,2021-04-08,2.3666666666666667,751.2333333333332,768.6999999999999,83.66666666666667,-0.3333333333333333,246.0
98,2021-04-09,3.3000000000000003,755.625,773.2,72.25,-2.025,245.0
99,2021-04-10,4.85,758.575,776.1,49.5,-6.65,245.0
100,2021-04-11,2.8,762.4000000000001,780.125,41.25,-12.15,245.0
101,2021-04-12,4.5,754.9000000000001,772.3,61.5,-2.9749999999999996,245.0
102,2021-04-13,4.175,749.275,766.575,76.75,0.19999999999999996,244.0
103,2021-04-14,3.2,748.8499999999999,766.225,70.25,-2.375,243.0
104,2021-04-15,3.05,749.4,766.8,72.5,-1.875,228.0
105,2021-04-16,8.833333333333334,743.5333333333333,760.4,55.333333333333336,-0.19999999999999998,214.0
106,2021-04-17,0.45,744.975,762.4,68.25,-5.7,231.0
107,2021-04-18,-0.07499999999999996,746.525,764.075,50.25,-10.275,246.0
108,2021-04-19,1.125,736.7,753.9000000000001,65.0,-5.0,245.0
109,2021-04-20,-5.1,747.175,765.075,54.5,-13.225,244.0
110,2021-04-21,-1.4,750.375,768.1,40.75,-14.524999999999999,243.0
111,2021-04-22,-0.7666666666666666,757.2333333333332,775.0666666666666,49.333333333333336,-11.233333333333334,233.0
112,2021-04-23,2.625,763.7,781.45,40.25,-11.775,230.0
113,2021-04-24,5.05,755.7,773.15,38.5,-8.375,207.0
114,2021-04-25,2.15,752.225,769.725,80.0,-1.15,208.0
115,2021-04-26,7.45,752.1,769.25,49.75,-2.7,200.0
116,2021-04-27,7.6000000000000005,748.7249999999999,765.8249999999999,57.5,-2.55,211.0
117,2021-04-28,8.025,742.825,759.7249999999999,71.5,2.175,235.0
118,2021-04-29,8.975,741.4,758.225,76.25,4.875,241.0
119,2021-04-30,9.925,738.775,755.475,56.5,0.6,255.0
120,2021-05-01,9.025,741.575,758.375,46.25,-3.975,260.0
121,2021-05-02,7.375,748.075,765.175,53.25,-2.225,258.0
122,2021-05-03,9.55,751.15,768.175,44.0,-2.55,258.0
123,2021-05-04,9.4,742.6,759.45,44.75,-2.575,256.0
124,2021-05-05,6.55,748.425,765.575,47.0,-4.875,254.0
125,2021-05-06,15.625,741.1,757.5,33.5,-0.8499999999999999,260.0
126,2021-05-07,15.524999999999999,736.675,753.0,51.75,4.4,261.0
127,2021-05-08,11.675,741.975,758.6,49.5,1.075,273.0
128,2021-05-09,7.225,744.25,761.25,68.25,1.3,271.0
129,2021-05-10,12.475,748.0,764.775,51.0,0.22499999999999998,270.0
130,2021-05-11,13.725000000000001,746.375,763.025,42.0,-2.05,267.0
131,2021-05-12,13.5,745.15,761.8,36.0,-3.25,261.0
132,2021-05-13,12.575,745.15,761.825,29.75,-7.075,259.0
133,2021-05-14,10.025,742.975,759.825,53.25,0.2500000000000002,268.0
134,2021-05-15,9.766666666666667,745.5666666666666,762.4,71.33333333333333,3.8000000000000003,260.0
135,2021-05-16,10.225,743.325,760.1,94.75,9.4,262.0
136,2021-05-17,7.15,742.75,759.6500000000001,95.0,6.449999999999999,266.0
137,2021-05-18,8.175,739.1,755.925,80.5,4.9,268.0
138,2021-05-19,9.8,736.8,753.5,57.5,-2.375,278.0
139,2021-05-20,9.433333333333334,737.3333333333334,754.1,28.666666666666668,-8.366666666666667,270.0
140,2021-05-21,9.175,745.575,762.525,42.0,-4.0,255.0
141,2021-05-22,9.3,748.175,765.175,43.25,-2.9,248.0
142,2021-05-23,12.575,746.975,763.725,59.75,4.475,246.0
143,2021-05-24,17.3,738.9666666666667,755.1999999999999,68.66666666666667,10.733333333333334,244.0
144,2021-05-25,14.6,741.35,757.825,59.5,5.925,260.0
145,2021-05-26,15.075,740.4,756.825,40.0,-1.775,260.0
146,2021-05-27,11.875,738.2,754.75,56.0,3.125,294.0
147,2021-05-28,11.766666666666666,735.5,752.0,77.33333333333333,7.666666666666667,319.0
148,2021-05-29,7.0249999999999995,746.875,763.9,57.5,-1.475,344.0
149,2021-05-30,8.6,749.1,766.125,50.5,-2.225,363.0
150,2021-05-31,11.95,748.075,764.875,48.75,-0.42499999999999993,363.0
151,2021-06-01,16.825,745.675,762.175,36.0,-1.15,362.0
152,2021-06-02,18.400000000000002,741.5,757.7666666666668,40.0,1.9333333333333333,405.0
153,2021-06-03,19.033333333333335,738.6,754.8333333333334,45.666666666666664,4.733333333333333,426.0
154,2021-06-04,17.975,735.65,751.775,56.0,9.0,448.0
155,2021-06-05,10.85,735.65,752.175,88.0,8.775,450.0
156,2021-06-06,13.024999999999999,742.15,758.75,69.0,7.2,452.0
157,2021-06-07,15.75,742.475,758.875,72.0,10.55,446.0
158,2021-06-08,18.366666666666664,740.9333333333334,757.1666666666666,74.0,12.1,452.0
159,2021-06-09,16.575,737.4,753.6500000000001,55.5,6.7,448.0
160,2021-06-10,11.225,744.2,760.95,48.25,-0.14999999999999997,446.0
161,2021-06-11,11.7,745.875,762.675,53.0,0.7,441.0
162,2021-06-12,13.575,744.575,761.1999999999999,47.25,0.775,442.0
163,2021-06-13,14.425,741.9,758.425,57.75,5.074999999999999,440.0
164,2021-06-14,15.375,742.75,759.175,62.25,7.15,438.0
165,2021-06-15,13.566666666666668,745.1999999999999,761.8333333333334,62.333333333333336,5.3999999999999995,435.0
166,2021-06-16,16.475,743.85,760.25,63.75,9.325,439.0
167,2021-06-17,18.966666666666665,742.1999999999999,758.3666666666667,68.0,11.9,404.0
168,2021-06-18,20.700000000000003,738.2,754.2,66.5,13.425,407.0
169,2021-06-19,20.866666666666667,735.7666666666668,751.6999999999999,73.66666666666667,14.299999999999999,408.0
170,2021-06-20,18.733333333333334,734.2333333333332,750.2666666666668,84.66666666666667,16.0,413.0
171,2021-06-21,12.95,741.325,757.875,84.75,10.125,419.0
172,2021-06-22,16.025,740.375,756.7,69.25,9.125,376.0
173,2021-06-23,15.2,740.9,757.3000000000001,78.25,11.175,384.0
174,2021-06-24,17.075,739.025,755.3,68.75,9.95,387.0
175,2021-06-25,16.35,736.675,752.925,75.5,11.5,385.0
176,2021-06-26,17.099999999999998,740.2666666666668,756.5333333333333,61.333333333333336,9.266666666666667,382.0
177,2021-06-27,15.95,742.3,758.725,70.75,10.225000000000001,380.0
178,2021-06-28,16.55,742.025,758.375,69.5,10.8,379.0
179,2021-06-29,16.0,741.1999999999999,757.5333333333333,91.0,14.533333333333333,355.0
180,2021-06-30,17.35,741.8499999999999,758.15,81.25,13.375,329.0
181,2021-07-01,17.6,742.1,758.425,68.25,10.175,330.0
182,2021-07-02,18.875,743.3,759.575,57.75,8.524999999999999,327.0
183,2021-07-03,21.225,740.7,756.775,56.0,11.3,320.0
184,2021-07-04,23.125,739.5,755.45,58.5,13.350000000000001,319.0
185,2021-07-05,25.575,737.1,752.825,57.25,15.375,317.0
186,2021-07-06,27.425,734.075,749.575,60.75,18.275,317.0
187,2021-07-07,23.05,735.65,751.45,73.5,17.724999999999998,317.0
188,2021-07-08,16.775,743.525,759.925,60.25,8.15,305.0
189,2021-07-09,17.099999999999998,742.95,759.3,67.75,10.475,294.0
190,2021-07-10,18.5,737.8,753.95,70.25,12.15,291.0
191,2021-07-11,20.625,736.0,752.0,61.0,11.275,290.0
192,2021-07-12,21.95,735.9,751.85,54.0,10.75,267.0
193,2021-07-13,22.9,736.1,751.975,59.75,13.85,266.0
194,2021-07-14,24.975,735.725,751.425,57.75,14.85,237.0
195,2021-07-15,22.825,736.9,752.725,70.0,16.725,236.0
196,2021-07-16,22.55,741.325,757.325,63.75,14.95,225.0
197,2021-07-17,19.65,740.4,756.5,74.5,14.6,223.0
198,2021-07-18,20.325,741.875,758.025,60.0,11.025,224.0
199,2021-07-19,19.0,738.2333333333332,754.3000000000001,65.66666666666667,12.1,224.0
200,2021-07-20,18.733333333333334,739.6666666666666,755.8333333333334,81.66666666666667,14.766666666666666,222.0
201,2021-07-21,20.025,739.275,755.375,74.25,14.85,221.0
202,2021-07-22,19.833333333333332,739.9666666666667,756.0666666666666,74.33333333333333,14.200000000000001,219.0
203,2021-07-23,21.925,741.675,757.75,60.0,12.575,216.0
204,2021-07-24,23.775,738.9749999999999,754.875,57.5,14.175,213.0
205,2021-07-25,24.125,738.725,754.55,62.0,15.8,220.0
206,2021-07-26,23.325,736.225,752.05,73.25,17.775,221.0
207,2021-07-27,22.075,735.725,751.6,77.5,17.875,213.0
208,2021-07-28,16.075,740.55,756.9000000000001,81.0,12.625,214.0
209,2021-07-29,17.174999999999997,741.25,757.575,74.75,12.200000000000001,213.0
210,2021-07-30,18.25,741.675,757.925,67.75,11.0,205.0
211,2021-07-31,19.8,744.7,760.925,64.0,11.9,214.5
212,2021-08-01,20.0,742.9,759.05,66.5,12.575,224.0
213,2021-08-02,18.599999999999998,739.4,755.5666666666666,79.0,14.533333333333333,198.0
214,2021-08-03,19.975,738.7,754.775,80.0,16.025,196.0
215,2021-08-04,22.075,739.725,755.6500000000001,73.75,16.625,205.0
216,2021-08-05,21.925,737.475,753.4,72.0,15.825,211.0
217,2021-08-06,20.5,737.875,753.875,75.75,15.774999999999999,214.0
218,2021-08-07,20.05,740.775,756.9,81.75,16.625,214.0
219,2021-08-08,19.775,742.15,758.275,83.0,16.65,210.0
220,2021-08-09,20.15,740.15,756.275,80.25,16.3,213.0
221,2021-08-10,20.325,739.375,755.425,81.25,16.65,211.0
222,2021-08-11,19.25,739.3,755.4,86.5,16.85,214.0
223,2021-08-12,21.575,739.75,755.725,72.25,15.475000000000001,219.0
224,2021-08-13,19.333333333333332,739.6333333333333,755.7333333333332,81.0,15.800000000000002,214.0
225,2021-08-14,16.575,739.4,755.7,89.0,14.7,213.0
226,2021-08-15,17.333333333333332,742.7333333333332,759.1,77.33333333333333,12.466666666666667,215.0
227,2021-08-16,17.9,746.175,762.575,70.5,11.575,219.0
228,2021-08-17,19.2,745.525,761.775,70.75,12.8,215.0
229,2021-08-18,18.625,743.825,760.075,65.75,11.1,204.0
230,2021-08-19,15.133333333333333,741.1,757.5333333333333,83.66666666666667,12.333333333333334,210.0
231,2021-08-20,15.1,740.55,756.95,78.75,11.049999999999999,226.0
232,2021-08-21,13.525,745.075,761.675,73.0,8.475,242.0
233,2021-08-22,15.55,752.05,768.625,61.75,7.475,230.0
234,2021-08-23,14.65,751.3,767.975,70.25,8.425,206.0
235,2021-08-24,16.325,750.375,766.875,73.25,10.8,225.0
236,2021-08-25,16.975,750.8,767.325,73.0,11.475,232.0
237,2021-08-26,19.15,748.8,765.15,72.75,13.5,238.0
238,2021-08-27,19.375,745.075,761.325,69.0,12.35,231.0
239,2021-08-28,18.175,739.3,755.5,71.25,12.2,218.0
240,2021-08-29,20.2,738.45,754.5,71.25,14.15,217.0
241,2021-08-30,19.95,738.675,754.8,72.25,14.1,213.0
242,2021-08-31,17.575,740.5,756.75,58.75,9.175,232.0
243,2021-09-01,13.0,743.275,759.875,70.25,7.325,222.0
244,2021-09-02,12.975,748.675,765.4,65.0,5.75,224.0
245,2021-09-03,10.875,752.475,769.425,66.75,4.0,231.0
246,2021-09-04,11.1,754.05,771.05,63.0,3.225,234.0
247,2021-09-05,11.3,752.1,769.05,60.75,2.675,243.0
248,2021-09-06,10.95,747.475,764.35,57.5,1.825,241.0
249,2021-09-07,8.9,746.9333333333334,763.8666666666667,72.66666666666667,3.4,240.0
250,2021-09-08,12.35,743.5,760.15,68.75,6.05,238.0
251,2021-09-09,11.4,736.0666666666666,752.5666666666666,81.66666666666667,8.299999999999999,241.0
252,2021-09-10,11.6,743.3666666666667,760.0333333333333,60.0,4.0,246.0
253,2021-09-11,12.649999999999999,742.75,759.4,62.75,3.8499999999999996,239.0
254,2021-09-12,14.299999999999999,738.075,754.525,64.5,6.95,224.0
255,2021-09-13,10.975,742.875,759.55,66.25,4.025,240.0
256,2021-09-14,8.75,746.55,763.525,68.25,2.875,246.0
257,2021-09-15,7.55,746.675,763.675,78.25,3.575,242.0
258,2021-09-16,9.4,743.45,760.25,94.25,8.55,240.0
259,2021-09-17,12.675,741.025,757.6,91.25,11.274999999999999,238.0
260,2021-09-18,13.774999999999999,737.25,753.675,78.5,9.2,238.0
261,2021-09-19,12.125,740.225,756.8,83.5,9.2,244.0
262,2021-09-20,9.475,738.675,755.35,81.75,6.375,243.0
263,2021-09-21,7.125,741.875,758.85,70.5,1.975,236.0
264,2021-09-22,4.875,745.1,762.25,82.75,2.075,235.0
265,2021-09-23,4.4,747.65,764.9,88.5,2.625,210.0
266,2021-09-24,4.725,749.7,766.95,82.25,1.6,235.0
267,2021-09-25,5.166666666666667,750.9,768.1666666666666,83.66666666666667,2.3333333333333335,239.0
268,2021-09-26,5.825,746.55,763.675,75.5,1.275,223.0
269,2021-09-27,5.4,747.2,764.4,77.75,1.375,227.0
270,2021-09-28,5.375,748.75,765.95,73.75,0.975,233.0
271,2021-09-29,5.825,747.4,764.55,80.25,2.525,225.0
272,2021-09-30,6.3,742.95,759.95,77.75,2.325,238.0
273,2021-10-01,5.2,737.3666666666667,754.3333333333334,91.66666666666667,3.9000000000000004,227.0
274,2021-10-02,5.175,743.625,760.75,80.0,1.8,224.0
275,2021-10-03,3.45,751.45,768.825,81.75,0.22500000000000003,233.0
276,2021-10-04,2.65,754.575,772.025,77.5,-1.35,227.0
277,2021-10-05,3.725,752.825,770.25,72.0,-1.4,223.0
278,2021-10-06,2.4250000000000003,752.2,769.725,75.0,-2.075,230.0
279,2021-10-07,1.5500000000000003,750.625,768.15,73.25,-3.15,233.0
280,2021-10-08,3.5,750.35,767.725,86.0,1.35,237.0
281,2021-10-09,7.375,746.425,763.425,69.75,1.925,230.0
282,2021-10-10,8.675,744.5,761.4,57.0,0.4,222.0
283,2021-10-11,3.225,747.85,765.15,84.5,0.6499999999999999,235.0
284,2021-10-12,-1.9249999999999998,753.1,770.9,82.0,-4.625,233.0
285,2021-10-13,-1.625,759.925,777.85,75.25,-5.825,225.0
286,2021-10-14,-0.9000000000000001,764.95,782.925,72.0,-5.95,243.0
287,2021-10-15,-2.5,764.6500000000001,782.75,80.0,-5.825,242.0
288,2021-10-16,1.15,757.525,775.175,76.75,-3.025,244.0
289,2021-10-17,2.05,753.6,771.1,75.75,-2.175,246.0
290,2021-10-18,3.625,751.4,768.825,73.75,-1.25,246.0
291,2021-10-19,4.5,752.9,770.25,77.25,0.4,241.0
292,2021-10-20,5.075,752.025,769.325,71.75,-0.32500000000000007,216.0
293,2021-10-21,5.55,746.1500000000001,763.325,67.0,-1.4,240.0
294,2021-10-22,3.1500000000000004,744.4,761.7,75.5,-0.8500000000000001,222.0
295,2021-10-23,6.075,750.775,768.025,49.5,-4.075,231.0
296,2021-10-24,7.25,744.975,762.0,67.5,1.4,234.0
297,2021-10-25,7.875,745.95,762.925,77.25,3.975,219.0
298,2021-10-26,9.55,743.25,760.075,57.0,1.4,223.0
299,2021-10-27,6.975,742.7,759.725,43.25,-4.875,233.0
300,2021-10-28,0.22499999999999998,753.4,771.1,48.25,-9.6,232.0
301,2021-10-29,-1.4666666666666668,751.8666666666667,769.6,71.33333333333333,-6.466666666666666,233.0
302,2021-10-30,7.2,747.4,764.475,51.25,-2.65,225.0
303,2021-10-31,-0.07499999999999998,747.45,764.975,65.5,-5.875,236.0
304,2021-11-01,0.125,742.0999999999999,759.5,74.0,-4.05,247.0
305,2021-11-02,-1.7000000000000002,735.775,753.15,83.25,-4.3,230.0
306,2021-11-03,-12.975,747.275,765.7,73.25,-16.8,230.0
307,2021-11-04,-15.6,759.85,778.8,66.75,-20.425,216.0
308,2021-11-05,-9.675,759.625,778.15,61.75,-15.775,223.0
309,2021-11-06,-2.475,755.05,772.975,71.75,-6.95,223.0
310,2021-11-07,0.5,753.25,770.9,68.0,-4.800000000000001,222.0
311,2021-11-08,5.95,748.575,765.75,34.25,-9.975,216.0
312,2021-11-09,4.575,753.125,770.5250000000001,38.5,-9.225,232.0
