01.01.2021;170
02.01.2021;-1
03.01.2021;173
04.01.2021;173
05.01.2021;173
06.01.2021;175
07.01.2021;174
08.01.2021;155
09.01.2021;160
10.01.2021;160
11.01.2021;162
12.01.2021;160
13.01.2021;160
14.01.2021;160
15.01.2021;160
16.01.2021;160
17.01.2021;159
18.01.2021;159
19.01.2021;160
20.01.2021;160
21.01.2021;160
22.01.2021;160
23.01.2021;160
24.01.2021;159
25.01.2021;162
26.01.2021;161
27.01.2021;159
28.01.2021;160
29.01.2021;160
30.01.2021;159
31.01.2021;159
01.02.2021;136
02.02.2021;135
03.02.2021;142
04.02.2021;145
05.02.2021;-1
06.02.2021;148
07.02.2021;157
08.02.2021;157
09.02.2021;157
10.02.2021;157
11.02.2021;156
12.02.2021;156
13.02.2021;156
14.02.2021;157
15.02.2021;156
16.02.2021;158
17.02.2021;160
18.02.2021;189
19.02.2021;169
20.02.2021;185
21.02.2021;185
22.02.2021;185
23.02.2021;186
24.02.2021;186
25.02.2021;186
26.02.2021;186
27.02.2021;186
28.02.2021;186
01.03.2021;187
02.03.2021;186
03.03.2021;186
04.03.2021;187
05.03.2021;-1
06.03.2021;198
07.03.2021;203
08.03.2021;202
09.03.2021;199
10.03.2021;-1
11.03.2021;218
12.03.2021;215
13.03.2021;215
14.03.2021;219
15.03.2021;218
16.03.2021;219
17.03.2021;228
18.03.2021;228
19.03.2021;227
20.03.2021;225
21.03.2021;212
22.03.2021;204
23.03.2021;202
24.03.2021;203
25.03.2021;220
26.03.2021;244
27.03.2021;231
28.03.2021;230
29.03.2021;229
30.03.2021;229
31.03.2021;229
01.04.2021;-1
02.04.2021;231
03.04.2021;245
04.04.2021;245
05.04.2021;245
06.04.2021;243
07.04.2021;246
08.04.2021;246
09.04.2021;245
10.04.2021;245
11.04.2021;245
12.04.2021;245
13.04.2021;244
14.04.2021;243
15.04.2021;228
16.04.2021;214
17.04.2021;231
18.04.2021;246
19.04.2021;245
20.04.2021;244
21.04.2021;243
22.04.2021;233
23.04.2021;230
24.04.2021;207
25.04.2021;208
26.04.2021;200
27.04.2021;211
28.04.2021;235
29.04.2021;241
30.04.2021;255
01.05.2021;260
02.05.2021;258
03.05.2021;258
04.05.2021;256
05.05.2021;254
06.05.2021;260
07.05.2021;261
08.05.2021;273
09.05.2021;271
10.05.2021;270
11.05.2021;267
12.05.2021;261
13.05.2021;259
14.05.2021;268
15.05.2021;260
16.05.2021;262
17.05.2021;266
18.05.2021;268
19.05.2021;278
20.05.2021;270
21.05.2021;255
22.05.2021;248
23.05.2021;-1
24.05.2021;244
25.05.2021;260
26.05.2021;260
27.05.2021;294
28.05.2021;-1
29.05.2021;344
30.05.2021;363
31.05.2021;363
01.06.2021;362
02.06.2021;405
03.06.2021;426
04.06.2021;448
05.06.2021;-1
06.06.2021;452
07.06.2021;446
08.06.2021;452
09.06.2021;448
10.06.2021;446
11.06.2021;441
12.06.2021;442
13.06.2021;-1
14.06.2021;438
15.06.2021;435
16.06.2021;439
17.06.2021;404
18.06.2021;407
19.06.2021;408
20.06.2021;413
21.06.2021;419
22.06.2021;376
23.06.2021;384
24.06.2021;387
25.06.2021;385
26.06.2021;382
27.06.2021;380
28.06.2021;379
29.06.2021;355
30.06.2021;329
01.07.2021;330
02.07.2021;327
03.07.2021;320
04.07.2021;319
05.07.2021;317
06.07.2021;317
07.07.2021;317
08.07.2021;305
09.07.2021;294
10.07.2021;291
11.07.2021;290
12.07.2021;267
13.07.2021;266
14.07.2021;237
15.07.2021;236
16.07.2021;225
17.07.2021;223
18.07.2021;224
19.07.2021;224
20.07.2021;222
21.07.2021;221
22.07.2021;219
23.07.2021;-1
24.07.2021;213
25.07.2021;220
26.07.2021;221
27.07.2021;213
28.07.2021;214
29.07.2021;213
30.07.2021;205
31.07.2021;-1
01.08.2021;224
02.08.2021;198
03.08.2021;196
04.08.2021;205
05.08.2021;211
06.08.2021;214
07.08.2021;214
08.08.2021;210
09.08.2021;213
10.08.2021;211
11.08.2021;214
12.08.2021;219
13.08.2021;214
14.08.2021;213
15.08.2021;215
16.08.2021;219
17.08.2021;215
18.08.2021;204
19.08.2021;210
20.08.2021;226
21.08.2021;242
22.08.2021;230
23.08.2021;206
24.08.2021;225
25.08.2021;232
26.08.2021;238
27.08.2021;231
28.08.2021;218
29.08.2021;217
30.08.2021;213
31.08.2021;232
01.09.2021;222
02.09.2021;224
03.09.2021;231
04.09.2021;234
05.09.2021;243
06.09.2021;241
07.09.2021;240
08.09.2021;238
09.09.2021;241
10.09.2021;246
11.09.2021;239
12.09.2021;224
13.09.2021;240
14.09.2021;246
15.09.2021;242
16.09.2021;-1
17.09.2021;238
18.09.2021;238
19.09.2021;244
20.09.2021;243
21.09.2021;236
22.09.2021;235
23.09.2021;210
24.09.2021;235
25.09.2021;239
26.09.2021;223
27.09.2021;227
28.09.2021;233
29.09.2021;225
30.09.2021;238
01.10.2021;227
02.10.2021;224
03.10.2021;233
04.10.2021;227
05.10.2021;223
06.10.2021;230
07.10.2021;233
08.10.2021;237
09.10.2021;230
10.10.2021;222
11.10.2021;235
12.10.2021;233
13.10.2021;225
14.10.2021;243
15.10.2021;242
16.10.2021;244
17.10.2021;246
18.10.2021;246
19.10.2021;241
20.10.2021;216
21.10.2021;240
22.10.2021;222
23.10.2021;231
24.10.2021;234
25.10.2021;219
26.10.2021;223
27.10.2021;233
28.10.2021;232
29.10.2021;233
30.10.2021;225
31.10.2021;-1
01.11.2021;247
02.11.2021;230
03.11.2021;230
04.11.2021;216
05.11.2021;223
06.11.2021;223
07.11.2021;222
08.11.2021;216
09.11.2021;232
10.11.2021;226
11.11.2021;224
12.11.2021;217
13.11.2021;221
14.11.2021;232
15.11.2021;240
16.11.2021;226
17.11.2021;227
18.11.2021;213
19.11.2021;222
20.11.2021;235
21.11.2021;235
22.11.2021;220
23.11.2021;216
24.11.2021;217
25.11.2021;227
26.11.2021;227
27.11.2021;216
28.11.2021;223
29.11.2021;226
30.11.2021;220
01.12.2021;227
02.12.2021;217
03.12.2021;220
04.12.2021;220
05.12.2021;224
06.12.2021;232
07.12.2021;227
08.12.2021;231
09.12.2021;224
10.12.2021;-1
11.12.2021;233
12.12.2021;225
13.12.2021;218
14.12.2021;223
15.12.2021;230
16.12.2021;223
17.12.2021;-1
18.12.2021;222
19.12.2021;229
20.12.2021;230
21.12.2021;232
22.12.2021;217
23.12.2021;226
24.12.2021;-1
25.12.2021;201
26.12.2021;188
27.12.2021;173
28.12.2021;170
29.12.2021;170
30.12.2021;169
31.12.2021;-1
01.01.2022;170
02.01.2022;-1
03.01.2022;145
04.01.2022;-1
05.01.2022;140
06.01.2022;-1
07.01.2022;141
08.01.2022;-1
09.01.2022;140
10.01.2022;140
11.01.2022;140
12.01.2022;140
13.01.2022;140
14.01.2022;-1
15.01.2022;140
16.01.2022;139
17.01.2022;138
18.01.2022;132
19.01.2022;132
20.01.2022;132
21.01.2022;130
22.01.2022;130
23.01.2022;131
24.01.2022;130
25.01.2022;130
26.01.2022;130
27.01.2022;130
28.01.2022;130
29.01.2022;130
30.01.2022;130
31.01.2022;130
01.02.2022;129
02.02.2022;129
03.02.2022;129
04.02.2022;129
05.02.2022;130
06.02.2022;130
07.02.2022;130
08.02.2022;129
09.02.2022;128
10.02.2022;129
11.02.2022;130
12.02.2022;130
13.02.2022;130
14.02.2022;130
15.02.2022;130
16.02.2022;130
17.02.2022;129
18.02.2022;129
19.02.2022;129
20.02.2022;128
21.02.2022;130
22.02.2022;129
23.02.2022;128
24.02.2022;129
25.02.2022;130
26.02.2022;128
27.02.2022;129
28.02.2022;129
01.03.2022;130
02.03.2022;130
03.03.2022;130
04.03.2022;-1
05.03.2022;130
06.03.2022;130
07.03.2022;129
08.03.2022;129
09.03.2022;131
10.03.2022;130
11.03.2022;130
12.03.2022;130
13.03.2022;130
14.03.2022;131
15.03.2022;131
16.03.2022;131
17.03.2022;130
18.03.2022;130
19.03.2022;129
20.03.2022;130
21.03.2022;130
22.03.2022;130
23.03.2022;130
24.03.2022;130
25.03.2022;130
26.03.2022;130
27.03.2022;130
28.03.2022;131
29.03.2022;132
30.03.2022;132
31.03.2022;131
01.04.2022;132
02.04.2022;132
03.04.2022;132
04.04.2022;132
05.04.2022;132
06.04.2022;132
07.04.2022;125
08.04.2022;126
09.04.2022;126
10.04.2022;126
11.04.2022;125
12.04.2022;120
13.04.2022;120
14.04.2022;119
15.04.2022;117
16.04.2022;119
17.04.2022;120
18.04.2022;135
19.04.2022;141
20.04.2022;138
21.04.2022;137
22.04.2022;135
23.04.2022;135
24.04.2022;141
25.04.2022;145
26.04.2022;144
27.04.2022;143
28.04.2022;144
29.04.2022;147
30.04.2022;167
01.05.2022;189
02.05.2022;189
03.05.2022;190
04.05.2022;186
05.05.2022;176
06.05.2022;175
07.05.2022;177
08.05.2022;177
09.05.2022;177
10.05.2022;179
11.05.2022;176
12.05.2022;176
13.05.2022;175
14.05.2022;179
15.05.2022;176
16.05.2022;179
17.05.2022;179
18.05.2022;181
19.05.2022;180
20.05.2022;180
21.05.2022;180
22.05.2022;180
23.05.2022;179
24.05.2022;180
25.05.2022;180
26.05.2022;181
27.05.2022;181
28.05.2022;180
29.05.2022;181
30.05.2022;180
31.05.2022;180
01.06.2022;180
02.06.2022;173
03.06.2022;171
04.06.2022;171
05.06.2022;173
06.06.2022;172
07.06.2022;174
08.06.2022;174
09.06.2022;173
10.06.2022;171
11.06.2022;171
12.06.2022;170
13.06.2022;170
14.06.2022;173
15.06.2022;170
16.06.2022;170
17.06.2022;169
18.06.2022;169
19.06.2022;175
20.06.2022;177
21.06.2022;178
22.06.2022;178
23.06.2022;178
24.06.2022;178
25.06.2022;178
26.06.2022;172
27.06.2022;173
28.06.2022;173
29.06.2022;173
30.06.2022;173
01.07.2022;171
02.07.2022;171
03.07.2022;171
04.07.2022;171
05.07.2022;166
06.07.2022;118
07.07.2022;120
08.07.2022;120
09.07.2022;119
10.07.2022;-1
11.07.2022;117
12.07.2022;120
13.07.2022;119
14.07.2022;120
15.07.2022;120
16.07.2022;119
17.07.2022;119
18.07.2022;119
19.07.2022;119
20.07.2022;112
21.07.2022;111
22.07.2022;112
23.07.2022;112
24.07.2022;112
25.07.2022;111
26.07.2022;112
27.07.2022;-1
28.07.2022;112
29.07.2022;112
30.07.2022;112
31.07.2022;112
01.08.2022;113
02.08.2022;111
03.08.2022;112
04.08.2022;112
05.08.2022;112
06.08.2022;112
07.08.2022;111
08.08.2022;111
09.08.2022;110
10.08.2022;110
11.08.2022;-1
12.08.2022;110
13.08.2022;111
14.08.2022;110
15.08.2022;111
16.08.2022;112
17.08.2022;112
18.08.2022;112
19.08.2022;112
20.08.2022;111
21.08.2022;-1
22.08.2022;111
23.08.2022;111
24.08.2022;112
25.08.2022;111
26.08.2022;111
27.08.2022;109
28.08.2022;109
29.08.2022;111
30.08.2022;111
31.08.2022;111
01.09.2022;112
02.09.2022;111
03.09.2022;110
04.09.2022;110
05.09.2022;113
06.09.2022;114
07.09.2022;113
08.09.2022;113
09.09.2022;108
10.09.2022;103
11.09.2022;103
12.09.2022;101
13.09.2022;102
14.09.2022;103
15.09.2022;102
16.09.2022;102
17.09.2022;102
18.09.2022;102
19.09.2022;101
20.09.2022;102
21.09.2022;102
22.09.2022;102
23.09.2022;102
24.09.2022;102
25.09.2022;102
26.09.2022;-1
27.09.2022;104
28.09.2022;108
29.09.2022;106
30.09.2022;105
01.10.2022;104
02.10.2022;104
03.10.2022;103
04.10.2022;103
05.10.2022;103
06.10.2022;103
07.10.2022;103
08.10.2022;104
09.10.2022;103
10.10.2022;104
11.10.2022;104
12.10.2022;104
13.10.2022;107
14.10.2022;108
15.10.2022;-1
16.10.2022;107
17.10.2022;106
18.10.2022;106
19.10.2022;106
20.10.2022;106
21.10.2022;106
22.10.2022;106
23.10.2022;105
24.10.2022;112
25.10.2022;177
26.10.2022;178
27.10.2022;177
28.10.2022;175
29.10.2022;179
30.10.2022;176
31.10.2022;174
01.11.2022;174
02.11.2022;174
03.11.2022;167
04.11.2022;100
05.11.2022;102
06.11.2022;-1
07.11.2022;102
08.11.2022;101
09.11.2022;103
10.11.2022;102
11.11.2022;102
12.11.2022;102
13.11.2022;-1
14.11.2022;103
15.11.2022;103
16.11.2022;103
17.11.2022;103
18.11.2022;104
19.11.2022;102
20.11.2022;-1
21.11.2022;98
22.11.2022;97
23.11.2022;96
24.11.2022;97
25.11.2022;-1
26.11.2022;100
27.11.2022;101
28.11.2022;100
29.11.2022;102
30.11.2022;102
01.12.2022;101
02.12.2022;101
03.12.2022;105
04.12.2022;-1
05.12.2022;105
06.12.2022;105
07.12.2022;105
08.12.2022;105
09.12.2022;105
10.12.2022;105
11.12.2022;105
12.12.2022;-1
13.12.2022;104
14.12.2022;105
15.12.2022;105
16.12.2022;104
17.12.2022;107
18.12.2022;104
19.12.2022;105
20.12.2022;106
21.12.2022;107
22.12.2022;107
23.12.2022;111
24.12.2022;110
25.12.2022;108
26.12.2022;105
27.12.2022;105
28.12.2022;105
29.12.2022;105
30.12.2022;105
31.12.2022;105
01.01.2023;105
02.01.2023;105
03.01.2023;105
04.01.2023;104
05.01.2023;104
06.01.2023;105
07.01.2023;105
08.01.2023;105
09.01.2023;105
10.01.2023;105
11.01.2023;105
12.01.2023;107
13.01.2023;107
14.01.2023;107
15.01.2023;107
16.01.2023;108
17.01.2023;103
18.01.2023;105
19.01.2023;105
20.01.2023;106
21.01.2023;105
22.01.2023;-1
23.01.2023;103
24.01.2023;103
25.01.2023;103
26.01.2023;103
27.01.2023;102
28.01.2023;103
29.01.2023;103
30.01.2023;103
31.01.2023;101
01.02.2023;102
02.02.2023;102
03.02.2023;102
04.02.2023;102
05.02.2023;102
06.02.2023;102
07.02.2023;102
08.02.2023;102
09.02.2023;102
10.02.2023;102
11.02.2023;103
12.02.2023;102
13.02.2023;102
14.02.2023;102
15.02.2023;102
16.02.2023;102
17.02.2023;102
18.02.2023;102
19.02.2023;102
20.02.2023;102
21.02.2023;102
22.02.2023;103
23.02.2023;103
24.02.2023;102
25.02.2023;102
26.02.2023;102
27.02.2023;102
28.02.2023;103
01.03.2023;103
02.03.2023;103
03.03.2023;103
04.03.2023;101
05.03.2023;102
06.03.2023;99
07.03.2023;99
08.03.2023;99
09.03.2023;98
10.03.2023;99
11.03.2023;99
12.03.2023;99
13.03.2023;99
14.03.2023;99
15.03.2023;99
16.03.2023;99
17.03.2023;99
18.03.2023;99
19.03.2023;100
20.03.2023;100
21.03.2023;99
22.03.2023;99
23.03.2023;101
24.03.2023;100
25.03.2023;100
26.03.2023;100
27.03.2023;101
28.03.2023;101
29.03.2023;103
30.03.2023;102
31.03.2023;102
01.04.2023;101
02.04.2023;101
03.04.2023;100
04.04.2023;100
05.04.2023;100
06.04.2023;100
07.04.2023;105
08.04.2023;108
09.04.2023;109
10.04.2023;109
11.04.2023;109
12.04.2023;109
13.04.2023;109
14.04.2023;109
15.04.2023;110
16.04.2023;110
17.04.2023;111
18.04.2023;108
19.04.2023;110
20.04.2023;-1
21.04.2023;-1
22.04.2023;-1
23.04.2023;-1
24.04.2023;-1
25.04.2023;-1
26.04.2023;-1
27.04.2023;-1
28.04.2023;-1
29.04.2023;-1
30.04.2023;-1
01.05.2023;-1
02.05.2023;-1
03.05.2023;-1
04.05.2023;171
05.05.2023;171
06.05.2023;179
07.05.2023;187
08.05.2023;192
09.05.2023;188
10.05.2023;186
11.05.2023;182
12.05.2023;178
13.05.2023;174
14.05.2023;175
15.05.2023;175
16.05.2023;178
17.05.2023;178
18.05.2023;177
19.05.2023;177
20.05.2023;177
21.05.2023;175
22.05.2023;174
23.05.2023;176
24.05.2023;177
25.05.2023;177
26.05.2023;177
27.05.2023;-1
28.05.2023;-1
29.05.2023;174
30.05.2023;177
31.05.2023;176
01.06.2023;168
02.06.2023;164
03.06.2023;162
04.06.2023;162
05.06.2023;162
06.06.2023;165
07.06.2023;165
08.06.2023;166
09.06.2023;165
10.06.2023;165
11.06.2023;164
12.06.2023;164
13.06.2023;164
14.06.2023;164
15.06.2023;165
16.06.2023;167
17.06.2023;172
18.06.2023;168
19.06.2023;166
20.06.2023;165
21.06.2023;165
22.06.2023;163
23.06.2023;162
24.06.2023;165
25.06.2023;162
26.06.2023;162
27.06.2023;161
28.06.2023;161
29.06.2023;161
30.06.2023;162
01.07.2023;163
02.07.2023;163
03.07.2023;163
04.07.2023;163
05.07.2023;165
06.07.2023;165
07.07.2023;165
08.07.2023;164
09.07.2023;165
10.07.2023;163
11.07.2023;163
12.07.2023;163
13.07.2023;163
14.07.2023;164
15.07.2023;164
16.07.2023;163
17.07.2023;164
18.07.2023;168
19.07.2023;166
20.07.2023;166
21.07.2023;166
22.07.2023;162
23.07.2023;162
24.07.2023;162
25.07.2023;162
26.07.2023;163
27.07.2023;163
28.07.2023;163
29.07.2023;163
30.07.2023;163
31.07.2023;162
01.08.2023;162
02.08.2023;-1
03.08.2023;162
04.08.2023;162
05.08.2023;162
06.08.2023;161
07.08.2023;162
08.08.2023;162
09.08.2023;162
10.08.2023;162
11.08.2023;166
12.08.2023;162
13.08.2023;163
14.08.2023;162
15.08.2023;162
16.08.2023;163
17.08.2023;165
18.08.2023;164
19.08.2023;162
20.08.2023;162
21.08.2023;163
22.08.2023;163
23.08.2023;162
24.08.2023;161
25.08.2023;162
26.08.2023;161
27.08.2023;162
28.08.2023;162
29.08.2023;163
30.08.2023;163
31.08.2023;162
01.09.2023;177
02.09.2023;183
03.09.2023;180
04.09.2023;180
05.09.2023;178
06.09.2023;178
07.09.2023;176
08.09.2023;176
09.09.2023;178
10.09.2023;177
11.09.2023;176
12.09.2023;176
13.09.2023;176
14.09.2023;177
15.09.2023;178
16.09.2023;177
17.09.2023;177
18.09.2023;177
19.09.2023;176
20.09.2023;176
21.09.2023;176
22.09.2023;176
23.09.2023;176
24.09.2023;176
25.09.2023;177
26.09.2023;177
27.09.2023;176
28.09.2023;176
29.09.2023;176
30.09.2023;176
01.10.2023;177
02.10.2023;176
03.10.2023;176
04.10.2023;177
05.10.2023;177
06.10.2023;176
07.10.2023;177
08.10.2023;177
09.10.2023;177
10.10.2023;177
11.10.2023;177
12.10.2023;175
13.10.2023;145
14.10.2023;145
15.10.2023;147
16.10.2023;147
17.10.2023;147
18.10.2023;150
19.10.2023;150
20.10.2023;149
21.10.2023;147
22.10.2023;147
23.10.2023;147
24.10.2023;148
25.10.2023;-1
26.10.2023;147
27.10.2023;167
28.10.2023;175
29.10.2023;177
30.10.2023;179
31.10.2023;178
01.11.2023;176
02.11.2023;175
03.11.2023;176
04.11.2023;176
05.11.2023;178
06.11.2023;178
07.11.2023;179
08.11.2023;178
09.11.2023;177
10.11.2023;177
11.11.2023;145
12.11.2023;127
13.11.2023;125
14.11.2023;125
15.11.2023;125
16.11.2023;125
17.11.2023;127
18.11.2023;130
19.11.2023;127
20.11.2023;126
21.11.2023;126
22.11.2023;125
23.11.2023;125
24.11.2023;125
25.11.2023;127
26.11.2023;127
27.11.2023;126
28.11.2023;-1
29.11.2023;126
30.11.2023;127
01.12.2023;125
02.12.2023;125
03.12.2023;-1
04.12.2023;-1
05.12.2023;127
06.12.2023;-1
07.12.2023;-1
08.12.2023;127
09.12.2023;123
10.12.2023;123
11.12.2023;122
12.12.2023;121
13.12.2023;-1
14.12.2023;-1
15.12.2023;116
16.12.2023;117
17.12.2023;117
18.12.2023;117
19.12.2023;117
20.12.2023;118
21.12.2023;119
22.12.2023;119
23.12.2023;119
24.12.2023;118
25.12.2023;118
26.12.2023;-1
27.12.2023;118
28.12.2023;118
29.12.2023;118
30.12.2023;118
31.12.2023;118
01.01.2024;118
02.01.2024;118
03.01.2024;118
04.01.2024;118
05.01.2024;118
06.01.2024;-1
07.01.2024;118
08.01.2024;117
09.01.2024;117
10.01.2024;117
11.01.2024;117
12.01.2024;117
13.01.2024;117
14.01.2024;118
15.01.2024;118
16.01.2024;118
17.01.2024;117
18.01.2024;113
19.01.2024;113
20.01.2024;112
21.01.2024;112
22.01.2024;112
23.01.2024;112
24.01.2024;112
25.01.2024;111
26.01.2024;112
27.01.2024;112
28.01.2024;112
29.01.2024;112
30.01.2024;113
31.01.2024;113
01.02.2024;113
02.02.2024;113
03.02.2024;128
04.02.2024;128
05.02.2024;128
06.02.2024;127
07.02.2024;128
08.02.2024;128
09.02.2024;-1
10.02.2024;127
11.02.2024;-1
12.02.2024;127
13.02.2024;127
14.02.2024;127
15.02.2024;127
16.02.2024;127
17.02.2024;127
18.02.2024;-1
19.02.2024;127
20.02.2024;128
21.02.2024;128
22.02.2024;127
23.02.2024;127
24.02.2024;127
25.02.2024;-1
26.02.2024;-1
27.02.2024;-1
28.02.2024;128
29.02.2024;-1
01.03.2024;126
02.03.2024;127
03.03.2024;127
04.03.2024;127
05.03.2024;129
06.03.2024;127
07.03.2024;128
08.03.2024;128
09.03.2024;127
10.03.2024;127
11.03.2024;127
12.03.2024;127
13.03.2024;127
14.03.2024;128
15.03.2024;127
16.03.2024;127
17.03.2024;129
18.03.2024;138
19.03.2024;144
20.03.2024;-1
21.03.2024;144
22.03.2024;144
23.03.2024;144
24.03.2024;147
25.03.2024;161
26.03.2024;161
27.03.2024;160
28.03.2024;160
29.03.2024;160
30.03.2024;160
31.03.2024;163
01.04.2024;161
02.04.2024;161
03.04.2024;161
04.04.2024;161
05.04.2024;161
06.04.2024;162
07.04.2024;162
08.04.2024;164
09.04.2024;164
10.04.2024;167
11.04.2024;166
12.04.2024;167
13.04.2024;173
14.04.2024;173
15.04.2024;173
16.04.2024;173
17.04.2024;175
18.04.2024;179
19.04.2024;181
20.04.2024;190
21.04.2024;184
22.04.2024;193
23.04.2024;190
24.04.2024;187
25.04.2024;187
26.04.2024;185
27.04.2024;185
28.04.2024;185
29.04.2024;190
30.04.2024;-1
01.05.2024;-1
02.05.2024;194
03.05.2024;194
04.05.2024;193
05.05.2024;197
06.05.2024;200
07.05.2024;201
08.05.2024;201
09.05.2024;200
10.05.2024;197
11.05.2024;196
12.05.2024;198
